OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,acres_burned,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,shape__Area,shape__Length
17305,BLM,,Unknown,5/28/2008 0:00,2005-NVLVD-BVW1,2005,Black Mountain,,6/22/2005 0:00,24.64099381,,BVW1,,NVLVD,NV,,,,N,,152143.2578,2042.21743
17306,BLM,,Unknown,5/28/2008 0:00,2005-NVELD-000109,2005,Fossil,,7/22/2005 0:00,154.0649434,,B1A2,,NVELD,NV,,109,,N,,999039.4414,3928.002991
17307,BLM,,Unknown,6/9/2008 0:00,2005-AKGAD-B13S,2005,Old Woman River,,7/26/2005 0:00,2489.254341,,B13S,,AKGAD,AK,,,,N,,52023639.77,49755.62608
17308,BLM,,Unknown,5/28/2008 0:00,2005-NVEKD-000959,2005,Hamilton Stage,,8/25/2005 0:00,200.7902314,,B4U1,,NVEKD,NV,,959,,N,,1416394.816,15334.57001
17309,BLM,,Unknown,5/28/2008 0:00,2005-NVEKD-001130,2005,Crispix,,9/25/2005 0:00,3256.666677,,B65F,,NVEKD,NV,,1130,,N,,22824269.46,38740.22772
17310,BLM,,Unkown,8/30/2005 0:00,2005-AKTAD-000417,2005,Iniakuk River,,7/7/2005 0:00,58.64762395,,,,AKTAD,AK,,417,,N,,1593200.234,6372.270103
17311,State,,GPS-Flight,9/1/2005 0:00,2005-UTNWS-000507,2005,Government Creek,,8/24/2005 9:54,1548.421901,,B4WN,,UTNWS,UT,,507,,N,,10652206.62,18172.41029
17312,BLM,,GPS-Flight,8/24/2005 0:00,2005-CACCD-006603,2005,Reche,,6/29/2005 0:00,9.16604328,,,,CACCD,CA,,6603,,N,,54440.35547,1394.079398
17313,BLM,,Unknown,6/9/2008 0:00,2005-AKGAD-BU2G,2005,Aklummayuak,,6/17/2005 0:00,1124.217493,,BU2G,,AKGAD,AK,,,,N,,31972425.95,34363.30954
17314,NPS,,GPS-Unknown Travel Method,11/2/2010 0:00,2005-WYYNP,2005,Elk Tongue,,8/10/2005 16:09,33.1019227,,,,WYYNP,WY,,,,N,,267597.8945,4233.155249
17315,USFS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,8/31/2006 0:00,2005-CALPF-002721,2005,Freds,,10/19/2005 8:00,7.1970363,,B8B6,,CALPF,CA,,2721,,N,,44861.00781,782.2191311
17316,BLM,,Unkown,8/18/2005 0:00,2005-AKUYD-000210,2005,Sheenjek River,,8/17/2005 0:00,114596.5408,,,,AKUYD,AK,,210,,N,,2971007646,428246.3533
17317,NPS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,8/31/2006 0:00,2005-CAKNP-003556,2005,High Bridge East,,8/28/2005 13:00,851.857221,,B5CX,,CAKNP,CA,,3556,,N,,5340075.332,10342.22679
17318,USFS,,Digitized-Other,8/18/2005 0:00,2005-MTLNF-000165,2005,I-90 Complex,,8/16/2005 12:00,9591.346539,I-90 Complex,,,MTLNF,MT,,165,,Y,B28R,83524968.06,71707.14929
17319,BLM,,Unkown,8/18/2005 0:00,2005-AKGAD-000545,2005,Reed River,,8/12/2005 0:00,822.0976216,,,,AKGAD,AK,,545,,N,,21977984.39,27655.06614
17320,CDF,,GPS-Flight,11/3/2010 0:00,2005-CACDD-008711,2005,BORDER 40,,8/20/2005 17:20,11.70350978,,,,CACDD,CA,,8711,,N,,66910.51563,1009.070433
17321,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTCCD-B2KX,2005,Quail Spring,,12/31/2005 0:00,188.3908575,,B2KX,,UTCCD,UT,,,,N,,1209651.004,4869.289245
17322,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,3302.918623,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,26934260.31,66034.83077
17323,Unknown,,,,2001-AK,2001,Duluth,,9/24/2001 0:00,2110.486534,,,,,AK,,,,N,,43551076.92,32484.49492
17324,BLM,,Unknown,5/28/2008 0:00,2005-NVBMD-001050,2005,Daisy,,6/11/2005 12:22,15.17474664,,BS0L,,NVWID,NV,,1050,,N,,105465.3242,2539.891574
17325,BLM,,GPS-Unknown Travel Method,6/24/2005 0:00,2005-AKTAD-000240,2005,Big Creek,,6/16/2005 0:00,139.7337918,,,,AKTAD,AK,,240,,N,,3092580.078,9704.747226
17326,BLM,,Unknown,5/28/2008 0:00,2005-NVLVD-BR72,2005,Valley,,5/24/2005 0:00,8.90398074,,BR72,,NVLVD,NV,,,,N,,55167.40234,1498.365822
17327,USFS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,8/28/2006 0:00,2005-CARRU-074829,2005,Bella,,9/5/2005 1:00,198.5408976,,B5YU,,CARRU,CA,,74829,,N,,1160453.367,6151.894844
17328,State Agency,,Unknown,5/28/2008 0:00,2005-NVNNS-000634,2005,Rawhide,,7/21/2005 0:00,13463.13534,,B0RV,,NVEKD,NV,,634,,N,,98264776.15,85393.28949
17329,BLM,,GPS-Unknown Travel Method,9/15/2010 0:00,2005-COGRD-000178,2005,LITTLE SALT WASH,,7/7/2005 3:00,12.88755313,,BY5Q,,COGRD,CO,,178,,N,,86996.07422,1143.960989
17330,USFS,,Digitized-Other,8/10/2005 0:00,2005-MTKNF-000075,2005,Camp 32,,8/8/2005 0:00,560.240445,,B3GZ,,MTKNF,MT,,75,,N,,5231440.617,14176.3915
17331,BLM,,Unknown,5/28/2008 0:00,2005-NVELD-000095,2005,Pilot Peak,,7/18/2005 0:00,23.98979678,,B0MM,,NVELD,NV,,95,,N,,157305.6523,1506.836541
17332,BLM,,Unknown,5/28/2008 0:00,2005-NVEKD-000615,2005,Contact,,7/21/2005 0:00,1662.035265,,B0HB,,NVEKD,NV,,615,,N,,12098886.16,35787.8389
17333,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Flight,9/12/2006 0:00,2005-CAWNP-002360,2005,Queen Mary II (BLM),,10/23/2005 12:00,230.5791015,,,,CAWNP,CA,,2360,,N,,1619345.91,6872.077054
17334,USFS,,GPS-Flight,9/12/2005 0:00,2005-MTBRF-005080,2005,Green Spot Fire,,9/9/2005 15:32,356.6823554,Selway-Salmon Complex,,,MTBRF,MT,,135,,Y,B3L5,2970335.336,11754.32135
17335,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,8/25/2006 0:00,2005-CABBD-002217,2005,Aera,,8/20/2005 14:00,10.1823914,,B4K8,,CABBD,CA,,2217,,N,,62562.11719,1134.565089
17336,State Agency,,Unknown,5/28/2008 0:00,2005-NVNNS-000639,2005,Carlin,,7/21/2005 0:00,4805.761239,,B0MG,,NVEKD,NV,,639,,N,,33883131.42,30154.53517
17337,NPS,,GPS-Flight,7/27/2005 0:00,2005-CAMMU-013780,2005,Quartz,,7/26/2005 18:00,548.7999406,,,,CAMMU,CA,,13780,,N,,3504913.988,9148.29489
17338,USFS,,Unknown,5/28/2008 0:00,2005-NVHTF-000754,2005,Rattlesnake,,7/30/2005 0:00,220.4258839,,B2DR,,NVEKD,NV,,754,,N,,1559190.125,15130.80844
17339,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Flight,8/31/2006 0:00,2005-CABDF-005165,2005,Fish,,5/18/2005 10:00,63.07587851,,BR3B,,CACDD,CA,,5165,,N,,372538.5586,2913.895808
17340,State Agency,,Unknown,5/28/2008 0:00,2005-NVNNS-000752,2005,Newmont,,7/28/2005 0:00,936.9826483,,B2DQ,,NVEKD,NV,,752,,N,,6633958.367,15592.61596
17341,State Agency,,Unknown,5/28/2008 0:00,2005-NVNNS-001013,2005,Chance,,8/30/2005 0:00,23759.73793,,B5DR,,NVEKD,NV,,1013,,N,,168435469.8,80868.83694
17342,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,9/5/2006 0:00,2005-CABBD-001490,2005,Penn,,6/25/2005 13:00,60.77446236,,BWC2,,CABBD,CA,,1490,,N,,399184.6484,2335.978179
17343,BLM,,Unknown,5/28/2008 0:00,2005-NVWID-001382,2005,North Jake,,8/2/2005 0:00,307.0483379,,B2EG,,NVWID,NV,,1382,,N,,2199201.707,5650.977573
17344,BLM,,Unknown,5/28/2008 0:00,2005-NVEKD-000766,2005,Oyster,,7/30/2005 0:00,1711.504753,,B2GH,,NVEKD,NV,,766,,N,,12218571.58,26592.4072
17345,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,9/12/2006 0:00,2005-CAAEU-012102,2005,Sand Ridge,,8/4/2005 10:00,18.62844669,,B3CK,,CABBD,CA,,12102,,N,,123470.418,1457.405659
17346,BLM,,Unknown,5/28/2008 0:00,2005-NVEKD-000788,2005,Cosmo,,7/31/2005 0:00,506.4976289,,B2LJ,,NVEKD,NV,,788,,N,,3589163.777,11940.50749
17347,BLM,,Unknown,2/11/2014 0:00,2005-ORKFD-,2005,Warbler,,6/6/2005 0:00,0.63670749,,,,ORKFD,OR,,,,N,,4713.140625,339.9955344
17348,BLM,,Unknown,5/28/2008 0:00,2005-NVBMD-001293,2005,Smith Creek,,8/27/2005 0:00,18.6455694,,B0KW,,NVBMD,NV,,1293,,N,,126590.6055,2236.107603
17349,BLM,,Unknown,4/1/2010 0:00,2005-AZASD-B33Y,2005,Brumley,,8/13/2005 14:39,577.9406217,,B33Y,,AZASD,AZ,,,,N,,3632549.191,8891.334869
17350,BLM,,Unknown,5/28/2008 0:00,2005-NVCCD-001397,2005,Twin Peaks 2,,8/4/2005 0:00,785.4994471,,B2UY,,NVCCD,NV,,1397,,N,,5364517.191,15162.07605
17351,BLM,Unknown Date,Unknown,8/12/2008 0:00,2005-UTCCD-B1CG,2005,Black Knoll,,12/31/2005 0:00,231.2319919,,B1CG,,UTCCD,UT,,,,N,,1482109.609,10639.00972
17352,BLM,,Digitized-Topo,9/15/2010 0:00,2005-COGRD-000465,2005,ISLAND ACRES,,9/14/2005 15:05,28.92786741,,B6KD,,COGRD,CO,,465,,N,,195137.5664,1926.094392
17353,FWS,,Unknown,5/28/2008 0:00,2005-NVDSR-B2K6,2005,Vegas,,8/12/2005 0:00,4225.691879,,B2K6,,NVLVD,NV,,,,N,,26557551.44,46284.07207
17354,BLM,,Unknown,5/28/2008 0:00,2005-NVLVD-B3JU,2005,Grapevine 2,,8/8/2005 0:00,17.33119425,,B3JU,,NVLVD,NV,,,,N,,108600.25,2325.19446
17355,USFS,,Unknown,3/7/2012 0:00,2005-SDSDS-050619,2005,Old Hill City Rd,,7/24/2005 0:00,123.971502,South Sundance Complex,B1U6,,SDBKF,SD,,50619,,Y,,967075.1641,8074.463435
17356,BLM,Unknown Date,Unknown,8/12/2008 0:00,2005-UTCCD-B1HM,2005,Coral,,12/31/2005 0:00,14.09985831,,B1HM,,UTCCD,UT,,,,N,,89641.19141,2468.73616
17357,USFS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,9/5/2006 0:00,2005-CAINF-000562,2005,McGee,,7/3/2005 9:00,34.12646278,,BX3V,,CAINF,CA,,562,,N,,221630.3711,2850.651349
17358,State Agency,,Unknown,5/28/2008 0:00,2005-NVNNS-000970,2005,Vor,,8/25/2005 0:00,330.2936652,,B4UD,,NVEKD,NV,,970,,N,,2331515.813,10603.67767
17359,BLM,,Unknown,5/28/2008 0:00,2005-NVEKD-001109,2005,Pork,,9/30/2005 0:00,155.9968822,,B6TR,,NVEKD,NV,,1109,,N,,1091904.703,6011.250638
17360,BLM,,Unknown,5/28/2008 0:00,2005-NVBMD-001755,2005,35 Fire,,10/7/2005 0:00,10.31800303,,B70K,,NVBMD,NV,,1755,,N,,71249.65234,1766.391413
17361,BLM,,GPS-Walked,7/5/2005 0:00,2005-CACDD-006728,2005,Interstate,,7/5/2005 13:14,39.5490082,,,,CACDD,CA,,6728,,N,,233017.4531,2813.621284
17362,USFS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,8/31/2006 0:00,2005-CAMMU-014348,2005,Dump,,8/1/2005 10:00,2.44499954,,B2UN,,CASNF,CA,,14348,,N,,15641.25781,639.9198281
17363,BLM,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CABBD-002083,2005,SIXTH,,7/12/2005 17:47,73.45704154,,,,CABBD,CA,,2083,,N,,453438.1758,3365.994587
17364,USFS,,GPS-Flight,9/12/2005 0:00,2005-MTBRF-005080,2005,Pyramid Peak Fire,,9/9/2005 15:32,319.6379753,Selway-Salmon Complex,,,MTBRF,MT,,135,,Y,B3L5,2658905.688,12347.23145
17365,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,1.803387,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,14709.07031,446.6583785
17366,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,41.86419618,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,341182.0781,2879.902456
17367,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,0.58843059,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,4796.789063,261.1875909
17368,BLM,,Unknown,5/28/2008 0:00,2005-NVBMD,2005,Ha Ha,,9/2/2005 0:00,23.52558527,,,,NVBMD,NV,,,,N,,161415.3008,2982.195508
17369,NPS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Mixed Methods,8/28/2006 0:00,2005-CAWNP-000352,2005,Buck-A,,3/18/2005 12:00,122.7968804,,,,CAWNP,CA,,352,,N,,862289.6563,4487.23183
17370,BLM,,GPS-Flight,7/11/2005 0:00,2005-UTCCD-BTC7,2005,SW Utah Hill,,6/4/2005 10:59,966.2438598,,BTC7,,UTCCD,UT,,,,N,,6166733.344,13286.23062
17371,USFS,,Unknown,3/7/2012 0:00,2005-AZKNF-000312,2005,Tank,,8/8/2005 0:00,120.2352259,,,,AZKNF,AZ,,312,,N,,728010.1445,5643.7298
17372,BLM,,Unknown,5/28/2008 0:00,2005-NVBMD-001756,2005,Middle,,10/7/2005 0:00,14.39381073,,B70L,,NVBMD,NV,,1756,,N,,99694.34766,2684.089076
17373,BLM,,Digitized-Other,8/15/2005 0:00,2005-ORBUD-002177,2005,Hamilton Ranch,,8/12/2005 0:00,307.2640837,,B3MU,,ORBUD,OR,,2177,,N,,2388647.609,10615.86038
17374,BLM,,Unkown,8/15/2005 0:00,2005-AKSWS-000132,2005,Washington Creek,,8/13/2005 0:00,42933.04135,,,,AKSWS,AK,,132,,N,,864123775.5,282215.7764
17375,BLM,,Unkown,9/1/2005 0:00,2005-AKUYD-000608,2005,Junjik River,,8/26/2005 0:00,310.7970657,,,,AKUYD,AK,,608,,N,,9125190.984,20883.50249
17376,USFS,,GPS-Unknown Travel Method,8/15/2005 0:00,2005-ORWWF-000334,2005,Hass Ridge,,8/14/2005 0:00,2297.881689,Tryton Complex,,,ORWWF,OR,,334,,Y,B3P6,19057038.58,28590.1708
17377,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTSES-005122,2005,Hovenweep,,12/31/2005 0:00,28.1809621,,B0AP,,UTMOD,UT,,5122,,N,,181025.4453,3445.15651
17378,State,,GPS-Flight,7/11/2005 0:00,2005-UTSWS-BV9P,2005,Volcano,,6/26/2005 11:34,584.3036436,,BV9P,,UTSWS,UT,,,,N,,3729994.48,12027.0326
17379,USFS,,Unknown,3/7/2012 0:00,2005-AZCOF-000162,2005,Tater,,11/23/2005 0:00,166.6180166,,,,AZCOF,AZ,,162,,N,,994227.3281,6391.091965
17380,USFS,,GPS-Unknown Travel Method,7/21/2005 0:00,2005-AZCNF-BY9D,2005,Florida,,7/19/2005 15:00,23201.10567,,BY9D,,AZCNF,AZ,,,,N,,130173771.6,84122.02487
17381,USFS,,GPS-Unknown Travel Method,11/15/2005 0:00,2005-CATNF-001215,2005,Harding,,8/25/2005 0:00,2265.680072,,,,CATNF,CA,,1215,,N,,15478807.28,23432.95115
17382,BLM,,Unkown,8/11/2005 0:00,2005-AKSWS-000342,2005,Upper Tatlawiksuk,,8/10/2005 0:00,29154.62649,,,,AKSWS,AK,,342,,N,,540399753,194062.1842
17383,BLM,,Unkown,9/1/2005 0:00,2005-AKUYD-000357,2005,Smith Creek,,8/31/2005 0:00,16976.22642,,,,AKUYD,AK,,357,,N,,360947797,140388.9259
17384,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTCCD-B2KY,2005,Dagget,,12/31/2005 0:00,30.2807934,,B2KY,,UTCCD,UT,,,,N,,194414.8359,1868.235886
17385,USFS,,Hand Sketch,11/8/2005 0:00,2005-CASQF-002394,2005,North WFU,,9/5/2005 0:00,21.96144749,,,,CASQF,CA,,2394,,N,,136172.9258,1637.403618
17386,BLM,,GPS-Unknown Travel Method,8/1/2005 0:00,2005-ORVAD-000241,2005,Double Mountain,,7/30/2005 10:00,22112.53435,,B2EY,,ORVAD,OR,,241,,N,,172166355.7,74663.31983
17387,USFS,,GPS-Unknown Travel Method,8/25/2005 0:00,2005-OROCF-000651,2005,Mill Creek,,8/24/2005 0:00,29.44255099,,B4S4,,OROCF,OR,,651,,N,,233401.6406,2768.918612
17388,BLM,,Unkown,9/6/2005 0:00,2005-AKUYD-000601,2005,Glacier Creek,,9/2/2005 0:00,33065.2,,,,AKUYD,AK,,601,,N,,798564714.3,189525.4683
17389,BLM,,GPS-Walked,8/2/2005 0:00,2005-UTSLD-000347,2005,Monarch,,7/31/2005 0:00,53.59084226,,,,UTSLD,UT,,347,,N,,380408.0234,4508.661105
17390,USFS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,9/12/2006 0:00,2005-CASBC-005549,2005,Fairview,,8/11/2005 8:00,26.5004148,,B3EW,,CASBC,CA,,5549,,N,,158446.8242,2764.165786
17391,USFS,,Unknown,3/7/2012 0:00,2005-AZCNF-BPR9,2005,Lakeview,,4/21/2005 0:00,2688.54519,,BPR9,,AZCNF,AZ,,,,N,,14995431.97,22926.45457
17392,BLM,,GPS-Unknown Travel Method,8/25/2005 0:00,2005-ORVAD-000345,2005,Mule's Ear,,8/22/2005 0:00,1571.81487,,B4RA,,ORVAD,OR,,345,,N,,11618546.38,14155.8228
17393,BLM,,Unkown,8/23/2005 0:00,2005-AKTAD-000291,2005,Bitzshtini Mountain,,8/22/2005 0:00,2964.174367,,,,AKTAD,AK,,291,,N,,64357843.33,56528.62631
17394,BLM,,Unkown,8/24/2005 0:00,2005-AKTAD-000469,2005,Bear Paw Mountain,,8/23/2005 0:00,6777.590101,,,,AKTAD,AK,,469,,N,,143396514.1,75365.46942
17395,BLM,,Unkown,8/24/2005 0:00,2005-AKGAD-000546,2005,Grayling Creek,,8/21/2005 0:00,45930.37089,,,,AKGAD,AK,,546,,N,,886291592.8,187611.0657
17396,BLM,,GPS-Flight,6/23/2005 0:00,2005-CACDD-020550,2005,Poppet Spot,,6/21/2005 19:47,55.23195991,,,,CACDD,CA,,20550,,N,,324995.5508,2868.286593
17397,LRA,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CA,2005,FREEWAY,,6/29/2005 0:00,14.86151751,,,,CA,CA,,005-CA,,N,,88079.40625,2367.652428
17398,BLM,,Unknown,5/28/2008 0:00,2005-NVELD-000065,2005,Joe Joe,,7/1/2005 0:00,131.6877317,,BW75,,NVELD,NV,,65,,N,,845022.3945,7772.639766
17399,CDF,,GPS-Flight,11/3/2010 0:00,2005-CARRU-075965,2005,INDIAN 2,,9/9/2005 12:21,188.7449653,,,,CARRU,CA,,75965,,N,,1114125.547,5593.671789
17400,BLM,,Unknown,6/3/2005 0:00,2005-AKTAS-513160,2005,Dot_Lake,,5/31/2005 1:00,109.9441729,,,,AKTAS,AK,,513160,,N,,2250533.188,8943.719447
17401,State,,GPS-Flight,7/29/2005 0:00,2005-UTNWS-000276,2005,South Mountain,,6/24/2005 11:31,232.8723216,,B1FN,,UTNWS,UT,,276,,N,,1630568.938,5187.977409
17402,USFS,,GPS-Flight,9/14/2005 0:00,2005-ORWWF-000925,2005,Granite WFU Complex,,9/9/2005 19:46,3.71664525,Granite WFU Complex,,,ORWWF,OR,,925,,Y,B3ZY,30416.64063,811.7364537
17403,USFS,,GPS-Flight,9/14/2005 0:00,2005-ORWWF-000925,2005,Granite WFU Complex,,9/9/2005 19:46,36973.61902,Granite WFU Complex,,,ORWWF,OR,,925,,Y,B3ZY,303462095.7,147391.0627
17404,Kern County,,GPS-Unknown Travel Method,11/8/2005 0:00,2005-CAKRN-045340,2005,Breck,,7/29/2005 0:00,74.45566634,,B2JG,,CAKRN,CA,,45340,,N,,454375.3633,3941.089664
17405,BLM,,Unkown,9/6/2005 0:00,2005-AKUYD-000452,2005,Boundary Creek,,9/2/2005 0:00,131109.4009,,,,AKUYD,AK,,452,,N,,2855459587,393582.8636
17406,State,,Unkown,7/18/2005 0:00,2005-AKTAD-000328,2005,Heart Mountain,,7/15/2005 0:00,2596.602266,,,,AKTAD,AK,,328,,N,,69008535.31,70819.95849
17407,BLM,,Digitized-Other,8/15/2005 0:00,2005-ORBUD-002178,2005,Egypt Well Complex,,8/12/2005 0:00,59.35391273,Egypt Well Complex,,,ORBUD,OR,,2178,,Y,B3NG,459743.1016,3723.130046
17408,State,,GPS-Flight,9/1/2005 0:00,2005-UTNWS-000523,2005,Pelican Point,,8/25/2005 19:36,2576.298833,,B42G,,UTNWS,UT,,523,,N,,17894767.03,26234.58729
17409,BLM,,Unknown,3/7/2012 0:00,2005-IDEIS-000019,2005,Tim,,8/24/2005 0:00,827.4834241,,B4XY,,IDIFD,ID,,19,,N,,6515172.715,17502.19995
17410,USFS,,Digitized-Other,7/4/2005 0:00,2005-AZTNF-000104,2005,Broad,,7/4/2005 10:00,354.2252792,Cave Creek Complex,,,AZTNF,AZ,,104,,Y,BVK8,2087212.438,7745.223586
17411,BLM,,Unkown,7/13/2005 0:00,2005-AKTAD-000289,2005,Sulukna River,,7/11/2005 0:00,2349.647751,,,,AKTAD,AK,,289,,N,,49097910.03,53386.369
17412,USFS,,Unknown,3/7/2012 0:00,2005-AZPNF-000436,2005,Sycamore,,8/4/2005 0:00,555.4995319,,,,AZPNF,AZ,,436,,N,,3327093.449,8323.501909
17413,State,,GPS-Unknown Travel Method,6/27/2005 0:00,2005-AKTAD-000209,2005,Deadman Mountain,,6/25/2005 0:00,155.8072638,,,,AKTAD,AK,,209,,N,,4140672.25,7941.515012
17414,BLM,,Unknown,3/7/2012 0:00,2005-IDTFD-000724,2005,Pioneer 2,,7/15/2005 0:00,103.265321,,BZK4,,IDTFD,ID,,724,,N,,782048.1914,5234.779071
17415,BLM,,Unknown,6/9/2008 0:00,2005-AKGAD-000336,2005,Box River,,6/25/2005 0:00,5591.188983,,BV9S,,AKGAD,AK,,336,,N,,128109469,93074.14474
17416,CDF,,GPS-Flight,11/3/2010 0:00,2005-CAMMU-009861,2005,DOS AMIGOS,,6/3/2005 16:36,746.0357804,,,,CAMMU,CA,,9861,,N,,4730650.75,12764.51364
17417,BLM,GPS-walked,GPS-Unknown Travel Method,2/11/2014 0:00,2005-ORPRD-000499,2005,CHICKENHOUSE,,8/2/2005 0:00,618.0884092,,,,ORPRD,OR,,499,,N,,4887628.289,11847.11845
17418,CDF,,Unkown,11/3/2010 0:00,2005-CAAEU-012102,2005,SAND RIDGE,,8/4/2005 16:00,5.67098523,,,,CAAEU,CA,,12102,,N,,37618.16016,981.3220655
17419,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,0.76410381,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,6233.609375,295.7126273
17420,BLM,,Unkown,9/6/2005 0:00,2005-AKUYD-000513,2005,Squirrel Creek,,9/2/2005 0:00,19344.61203,,,,AKUYD,AK,,513,,N,,482310540.8,142616.1942
17421,BLM,,Unknown,1/20/2009 0:00,2005-NMFAD-000048,2005,FRANCIS,,7/2/2005 0:00,12.64010058,,BW2L,,NMFAD,NM,,48,,N,,79739.97656,1968.747712
17422,BLM,,Unknown,1/20/2009 0:00,2005-NMFAD-000112,2005,BANCOS,,7/20/2005 0:00,0.9108363,,B0T0,,NMFAD,NM,,112,,N,,5777.890625,451.5006146
17423,BLM,,Unknown,5/28/2008 0:00,2005-NVWID-001398,2005,Buckskin,,8/1/2005 0:00,1149.581499,,B2KQ,,NVWID,NV,,1398,,N,,8378126.668,18398.25954
17424,BLM,,Unkown,8/26/2005 0:00,2005-AKTAD-000581,2005,Chitanatala Mountains,,8/24/2005 0:00,34132.96565,,,,AKTAD,AK,,581,,N,,742801590.5,192237.6258
17425,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTCCD-BZA9,2005,Web,,12/31/2005 0:00,8.31932059,,BZA9,,UTCCD,UT,,,,N,,52977.92578,908.9470594
17426,BLM,,Unknown,3/7/2012 0:00,2005-IDBOD-002126,2005,Mp102 I84,,8/21/2005 0:00,108.542109,,B30X,,IDBOD,ID,,2126,,N,,823202.5273,5936.449274
17427,BLM,,GPS-Unknown Travel Method,11/10/2005 0:00,2005-UTSLD-000744,2005,Craner,,10/10/2005 10:36,406.3720268,,B72A,,UTSLD,UT,,744,,N,,2880352.445,12502.51009
17428,BLM,,Unknown,5/28/2008 0:00,2005-NVELD-000195,2005,Bailey,,8/30/2005 0:00,47.99300276,,B41N,,NVELD,NV,,195,,N,,315000.8711,2800.275235
17429,BLM,,Unknown,5/28/2008 0:00,2005-NVLVD-BTW8,2005,River,,6/7/2005 0:00,74.58751256,,BTW8,,NVLVD,NV,,,,N,,462702.832,5749.902381
17430,BLM,,Unknown,3/7/2012 0:00,2005-IDBOD-002137,2005,Rocky,,8/22/2005 0:00,76.5662695,,B4QD,,IDBOD,ID,,2137,,N,,591556.5117,3050.070056
17431,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,1.44703801,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,11807.07813,465.9356676
17432,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,9/1/2006 0:00,2005-CASHU-005631,2005,Keswick,,8/1/2005 8:00,31.70184522,,B2U1,,CASHU,CA,,5631,,N,,222915.957,1910.668967
17433,State,,GPS-Unknown Travel Method,9/14/2005 0:00,2005-WANES-000251,2005,Squaw Creek,,9/9/2005 19:00,1096.456924,,,,WANES,WA,,251,,N,,9943043.992,16367.05342
17434,NPS,,GPS-Flight,10/17/2005 0:00,2005-CASTF-002473,2005,Highland WFU,,10/14/2005 0:00,41.73957207,,,,CASTF,CA,,2473,,N,,275389.6797,4573.717608
17435,NPS,,GPS-Flight,12/1/2005 0:00,2005-CAKNP-000001,2005,LEWIS CREEK PRESCRIBED BURN,,3/11/2005 0:00,1313.331251,,,,CAKNP,CA,,1,,N,,8311512.758,14285.13247
17436,CDF,,GPS-Flight,11/3/2010 0:00,2005-CASLU-005195,2005,ALMOND,,6/30/2005 14:00,5.19792916,,,,CASLU,CA,,5195,,N,,31826.04297,841.832901
17437,NPS,,GPS-Flight,10/13/2005 0:00,2005-CAYNP-004276,2005,Wapama,,10/9/2005 0:00,830.2906022,Wapama Complex,,,CAYNP,CA,,4276,,Y,B6ZL,5416802.074,13325.30281
